,0,1,2,3,4,5
137,"Bán 65m2 đất kinh doanh, đường 5m, Tổ 1 Huỳnh Tấn Phát, Thạch Bàn.","Quận Long Biên, Hà Nội",6 tỷ 550 triệu,65 m2,0 PN,0 WC
138,"Bán nhà Mặt phố CHÙA BỘC ĐỐNG ĐA 45m2, Giá 15.6 Tỷ.","Quận Đống Đa, Hà Nội",15 tỷ 600 triệu,45 m2,4 PN,4 WC
139,"Siêu Phẩm Thái Hà 40m Mới Tinh,3 Ngủ.20m Ra Ô Tô Đỗ","Quận Đống Đa, Hà Nội",6 tỷ 850 triệu,40 m2,3 PN,3 WC
140,"Bán Nhà Ngọc Thụy_90M2, 5 Tầng_Ô Tô Tấp Nập_FULL Nội Thất. Chỉ 10 tỷ 2","Quận Long Biên, Hà Nội",10 tỷ 200 triệu,90 m2,4 PN,4 WC
141,Giảm sốc 1 tỷ - Bán gấp nhà quận Đống Đa - phố Thái Hà diện tích 50m2.,"Quận Đống Đa, Hà Nội",8 tỷ 500 triệu,50 m2,4 PN,3 WC
142,Siêu phẩm Phùng Chí Kiên Cầu Giấy 100 4 tầng giá 9 tỷ lẻ 700,"Quận Cầu Giấy, Hà Nội",9 tỷ 700 triệu,100 m2,4 PN,4 WC
143,"Siêu Phẩm, Phố Hoàng Đạo Thành, 46m2, MT 5m, Ô TÔ, Ở, 5.5 Tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ 500 triệu,46 m2,0 PN,0 WC
144,"BÁN GẤP nhà mặt phố Hàng Phèn, HK, giá 32 tỷ, 48m2x6T, KD lớn, nở hậu","Quận Hoàn Kiếm, Hà Nội",32 tỷ,48 m2,8 PN,6 WC
145,bán chung cư mini trường chinh -ngã tư sở 30-55m2,"Quận Thanh Xuân, Hà Nội",650 triệu,35 m2,2 PN,2 WC
146,"Bán Nhà 90m2 x 4 Tầng, Đường Nguyễn Thời Trung, Thạch Bàn -15 Tỷ.","Quận Long Biên, Hà Nội",15 tỷ,90 m2,4 PN,4 WC
147,"- Bán Biệt Thự của Nắng và Hoa PHẠM NGỌC THẠCH 118M2, Mt 8M, Giá 22 Tỷ","Quận Đống Đa, Hà Nội",22 tỷ,118 m2,6 PN,4 WC
148,Cực Hiếm 32m Phố Vương Thừa Vũ Ô Tô 7 Chỗ Đỗ Cửa,"Quận Thanh Xuân, Hà Nội",6 tỷ 900 triệu,32 m2,3 PN,3 WC
149,"Tôi cần bán gấp nhà phố Đội Cấn, quận Ba Đình, DT 100m2 x 10 t Mt 7m","Quận Ba Đình, Hà Nội",46 tỷ,100 m2,10 PN,10 WC
150,"Bán nhà Nguyễn Văn Cừ_Long Biên. 60m2, 5 Tầng_Mặt tiền 5m_Gara 16 chỗ.","Quận Long Biên, Hà Nội",6 tỷ 500 triệu,60 m2,4 PN,4 WC
151,Cần Tiền!!! Bán Gấp Nhà Đống Đa Đường Láng 7 Tầng Giá 11.5 Tỷ,"Quận Đống Đa, Hà Nội",11 tỷ 500 triệu,46 m2,6 PN,5 WC
152,Siêu phẩm Thành Thái Cầu Giấy 100 4 tầng giá 9 tỷ lẻ 200,"Quận Cầu Giấy, Hà Nội",9 tỷ 200 triệu,100 m2,3 PN,4 WC
153,"Cần bán nhà Vũ Tông Phan, 47m2, 5 Tầng, Ô TÔ, Ở, 5.5 Tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ 500 triệu,47 m2,0 PN,0 WC
154,mở bán chung cư mini phương mai-giai phóng 30-50m2,"Quận Hai Bà Trưng, Hà Nội",760 triệu,35 m2,2 PN,2 WC
155,"Bán 42m2 Đất Ngõ 206 Cổ Linh, Cách Aeon Mall Long Biên 50m - 3.25 Tỷ.","Quận Long Biên, Hà Nội",3 tỷ 250 triệu,42 m2,0 PN,0 WC
156,"Bán nhà TRẦN QUANG DIỆU ĐỐNG ĐA 3 Ô tô tránh 60m2 x 4T, Giá 13.8 Tỷ.","Quận Đống Đa, Hà Nội",13 tỷ 800 triệu,60 m2,6 PN,5 WC
157,Kích Hoạt Bom Tấn Phố Kim Đồng 34m×6T. Ngõ Ô Tránh,"Quận Hoàng Mai, Hà Nội",8 tỷ,34 m2,3 PN,5 WC
158,"Siêu phẩm Hoa Bằng Cầu Giấy 100 4tầng giá 9,2 tỷ Công Viên Cầu Giấy","Quận Cầu Giấy, Hà Nội",9 tỷ 200 triệu,100 m2,4 PN,4 WC
159,"Mặt Phố ! 7 Tầng Thang Máy, Ngô Gia Tự_K.Doanh Đỉnh_Chỉ 15 Tỷ 8","Quận Long Biên, Hà Nội",15 tỷ 800 triệu,57 m2,4 PN,4 WC
160,"Bán Nhà Quận Cầu Giấy Phố Doãn Kế Thiện 40m X5T, Giá 5.9 Tỷ, Mặt tiền","Quận Cầu Giấy, Hà Nội",5 tỷ 900 triệu,40 m2,5 PN,4 WC
161,Siêu phẩm Nguyễn Đình Hoàn Cầu Giấy 100 4 tầng giá 9 tỷ lẻ 600,"Quận Cầu Giấy, Hà Nội",9 tỷ 600 triệu,100 m2,4 PN,4 WC
162,"Ô TÔ gần, Phố Khương Trung, 43m2, 6 Tầng, LÔ GÓC, Nhỉnh 5 Tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ,43 m2,0 PN,0 WC
163,"Bán luôn mảnh đất kèm nhà ngõ Trần Khát Chân giá 5,8 tỷ, 56m2,ảnh thât","Quận Hai Bà Trưng, Hà Nội",5 tỷ 800 triệu,56 m2,2 PN,2 WC
164,"Chung cư mini cao cấp lạc long quân -trích sài 800tr-1,2ty/căn","Quận Tây Hồ, Hà Nội",900 triệu,50 m2,2 PN,2 WC
165,"Bán Nhà Phúc Lợi 1.5 Tầng Lô Góc, Sau Vincom Long Biên - 1.95 Tỷ.","Quận Long Biên, Hà Nội",1 tỷ 950 triệu,30 m2,2 PN,1 WC
166,"Bán nhà Mặt Phố NGUYỄN CHÍ THANH ĐỐNG ĐA 42m2 Mt 5M, Giá 17.6 Tỷ.","Quận Đống Đa, Hà Nội",17 tỷ 600 triệu,42 m2,4 PN,4 WC
167,Cực Nóng.Giảm Giá Sâu Cho Khách Khi Mua Nhà 39m Phố Xã Đàn,"Quận Đống Đa, Hà Nội",6 tỷ 500 triệu,39 m2,2 PN,3 WC
168,"!!! Bán Nhà Mặt Phố Doãn Kế Thiện 81m X 7T, Mặt tiền 9.5m, Giá 26 Tỷ","Quận Cầu Giấy, Hà Nội",26 tỷ,81 m2,7 PN,6 WC
169,"Siêu Phẩm! Phố Tô Vĩnh Diện, 48m2, 5T, MT 4m, Ô TÔ, LÔ GÓC, Nhỉnh 5 Tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ,46 m2,0 PN,0 WC
170,"CỰC HIỂM, bán nhà VIP mặt ngõ Đặng Thái Thân giá 6.5 tỷ, 35m2x3Tầng","Quận Hoàn Kiếm, Hà Nội",6 tỷ 500 triệu,35 m2,3 PN,3 WC
171,Mở bán chung cư mini hoàng hoa thám -vĩnh phúc 30-55m2,"Quận Ba Đình, Hà Nội",800 triệu,35 m2,2 PN,1 WC
172,"Bán 34m2 Đất Thạch Bàn, Cách 1 Nhà Ra Ô Tô Tránh - 2.15 Tỷ.","Quận Long Biên, Hà Nội",2 tỷ 150 triệu,34 m2,0 PN,0 WC
173,"Bán nhà LÁNG HẠ ĐỐNG ĐA Văn Phòng đỉnh cao 60m2 x 5T, Giá 14.8 Tỷ.","Quận Đống Đa, Hà Nội",14 tỷ 800 triệu,60 m2,4 PN,4 WC
174,"Bán nhà 7 tầng thang máy DT 65m2 Mạc Thái Tổ,Cầu Giấy.Giá 16 tỷ","Quận Cầu Giấy, Hà Nội",16 tỷ,65 m2,6 PN,6 WC
175,Bán Gấp Nhà 32m Phố Khương Trung Đầy Đủ Tiện Ích Với Giá Rẻ Bất Ngờ,"Quận Thanh Xuân, Hà Nội",4 tỷ 380 triệu,32 m2,3 PN,3 WC
176,Siêu phẩm Dịch Vọng Hậu Cầu Giấy 44 5 tầng giá nhỉnh 15 tỷ,"Quận Cầu Giấy, Hà Nội",15 tỷ 600 triệu,44 m2,4 PN,4 WC
177,Bán Nhà Việt Hưng Xe tải tránh_135M2_Mặt Tiền Khủng_Đầu tư đỉnh_8 Tỷ 9,"Quận Long Biên, Hà Nội",8 tỷ 900 triệu,135 m2,1 PN,1 WC
178,"Cần Bán Nhà Phố Đặng Thùy Trâm 40m2, 6 PN, 5 Tầng, Giá 10,5 Tỷ, Ô tô","Quận Cầu Giấy, Hà Nội",10 tỷ 500 triệu,40 m2,6 PN,4 WC
179,"Siêu Phẩm! Vương Thừa Vũ, 52m2, 6T, MT 5m, Ô TÔ, THANG MÁY, 7 Tỷ.","Quận Thanh Xuân, Hà Nội",7 tỷ,52 m2,0 PN,0 WC
180,"Sở hữu ngay nhà đẹp ngõ 30 Phan Đình Giót, TX giá 5.9 tỷ, 46m2x6T, KD","Quận Thanh Xuân, Hà Nội",5 tỷ 900 triệu,46 m2,6 PN,9 WC
181,Bán chung cư mini tôn đức thắng -xã đàn từ 650tr-990tr/căn,"Quận Đống Đa, Hà Nội",650 triệu,34 m2,1 PN,1 WC
182,"Bán nhà Tòa nhà 6 Tầng thang máy HOÀNG CẦU 70m2, Mt 5M, 16.7 Tỷ.","Quận Đống Đa, Hà Nội",16 tỷ 700 triệu,70 m2,6 PN,6 WC
183,"Cực Hot.Bán Gấp Nhà 7T Phố Trần Quang Diệu,Thang Máy.Ô Tô Đỗ Cửa","Quận Đống Đa, Hà Nội",22 tỷ,50 m2,5 PN,6 WC
184,Lê Đức Thọ 80 5 tầng 13p khép kín giá 8 tỷ 5,"Quận Nam Từ Liêm, Hà Nội",8 tỷ 500 triệu,80 m2,13 PN,14 WC
185,"Bán tòa nhà văn phòng phường dịch vọng, Dt 150m2 x 7 tầng, Mt 8,5m","Quận Cầu Giấy, Hà Nội",64 tỷ,147 m2,3 PN,10 WC
186,Bán Nhà Mặt Hồ Lâm Du - Bồ Đề 5 Tầng_MT khủng_K.Doanh đỉnh _Chỉ 11 tỷ,"Quận Long Biên, Hà Nội",11 tỷ,50 m2,4 PN,4 WC
187,"Bán Gấp! Phố Tây Sơn, 42m2, 5T, MT 5m, LÔ GÓC, Nhỉnh 5 Tỷ..","Quận Đống Đa, Hà Nội",5 tỷ,42 m2,0 PN,0 WC
188,"CỤC HOT nhà ngõ Bùi Xương Trạch, giá 5.5 tỷ 45m2x6T mới đẹp ở luôn","Quận Thanh Xuân, Hà Nội",5 tỷ 500 triệu,45 m2,3 PN,4 WC
189,"Bán 52m2 Đất Trung Tâm Thạch Bàn, Ngõ Thông Ô tô - 3.64 Tỷ","Quận Long Biên, Hà Nội",3 tỷ 640 triệu,52 m2,0 PN,0 WC
190,"Bán Biệt thự TÂY SƠN ĐỐNG ĐA Ô tô đậu sân 70m2 x 5T, Giá 15.5 Tỷ.","Quận Đống Đa, Hà Nội",15 tỷ 500 triệu,70 m2,6 PN,6 WC
191,Siểu Phẩm Mới Tinh 56m×5T Ngõ Phố Trương Định.Ngõ Trước Nhà 2.5m,"Quận Hoàng Mai, Hà Nội",6 tỷ 800 triệu,55 m2,4 PN,5 WC
192,"Bán nhà Trung Kính lớn, DT 50m2 x 7 tầng, MT 4,2m, ngõ 14m, giá 11 tỷ","Quận Cầu Giấy, Hà Nội",11 tỷ,50 m2,4 PN,7 WC
193,"Mặt phố Hoàng Như Tiếp 140m2, 5 tầng. MT lớn_K.Doanh đỉnh. Chỉ 18,2 tỷ","Quận Long Biên, Hà Nội",18 tỷ 200 triệu,140 m2,4 PN,4 WC
194,"Cực Hiếm! Phố Vũ Tông Phan, 54m2, 5T, MT 5m, Ô TÔ qua , Nhỉnh 6 Tỷ.","Quận Thanh Xuân, Hà Nội",6 tỷ,54 m2,0 PN,0 WC
195,"Bán nhanh mảnh đất ngõ 71 Tân Ấp, giá 80 triệu/m2, DT 62m2, 2 thoáng,","Quận Ba Đình, Hà Nội",4 tỷ 960 triệu,62 m2,0 PN,0 WC
196,"Bán 52m2 Đất Trung Tâm Thạch Bàn, Ngõ Thông Ô tô - 3.64 Tỷ","Quận Long Biên, Hà Nội",3 tỷ 640 triệu,52 m2,0 PN,0 WC
197,"Bán Biệt thự TÂY SƠN ĐỐNG ĐA Ô tô đậu sân 70m2 x 5T, Giá 15.5 Tỷ.","Quận Đống Đa, Hà Nội",15 tỷ 500 triệu,70 m2,6 PN,6 WC
198,Siểu Phẩm Mới Tinh 56m×5T Ngõ Phố Trương Định.Ngõ Trước Nhà 2.5m,"Quận Hoàng Mai, Hà Nội",6 tỷ 800 triệu,55 m2,4 PN,5 WC
199,"Bán nhà Trung Kính lớn, DT 50m2 x 7 tầng, MT 4,2m, ngõ 14m, giá 11 tỷ","Quận Cầu Giấy, Hà Nội",11 tỷ,50 m2,4 PN,7 WC
200,"Mặt phố Hoàng Như Tiếp 140m2, 5 tầng. MT lớn_K.Doanh đỉnh. Chỉ 18,2 tỷ","Quận Long Biên, Hà Nội",18 tỷ 200 triệu,140 m2,4 PN,4 WC
201,"Cực Hiếm! Phố Vũ Tông Phan, 54m2, 5T, MT 5m, Ô TÔ qua , Nhỉnh 6 Tỷ.","Quận Thanh Xuân, Hà Nội",6 tỷ,54 m2,0 PN,0 WC
202,"Bán nhanh mảnh đất ngõ 71 Tân Ấp, giá 80 triệu/m2, DT 62m2, 2 thoáng,","Quận Ba Đình, Hà Nội",4 tỷ 960 triệu,62 m2,0 PN,0 WC
203,208M2 Mặt tiền 7M Mặt Phố Nguyễn Đình Hoàn 60.6 Tỷ,"Quận Cầu Giấy, Hà Nội",60 tỷ 600 triệu,208 m2,3 PN,3 WC
204,"Bán Nhà 5 Tầng x 60m2, Trung Tâm Thạch Bàn, Kinh Doanh, Ô tô Tránh","Quận Long Biên, Hà Nội",8 tỷ,60 m2,4 PN,4 WC
205,"Bán nhà HÀO NAM ĐỐNG ĐA 7 Chỗ nằm sân 110m2 Mt 8M, Giá 15.2 Tỷ","Quận Đống Đa, Hà Nội",15 tỷ 200 triệu,110 m2,6 PN,6 WC
206,"Cực Gấp Bán Nhà Hoàng Mai 48m,5T. Kinh Doanh Văn Phòng","Quận Hoàng Mai, Hà Nội",8 tỷ 350 triệu,48 m2,4 PN,4 WC
207,"Siêu phẩm Phan Văn Trường,Dịch Vọng Hậu Cầu Giấy 50 5 tầng giá 15,5 tỷ","Quận Cầu Giấy, Hà Nội",15 tỷ 500 triệu,50 m2,5 PN,5 WC
208,"PHÂN LÔ - 3 Ô TÔ _ Ngọc Lâm 63m2_6T Thang máy, GARA 16 chỗ_Chỉ 14 tỷ","Quận Long Biên, Hà Nội",14 tỷ,63 m2,1 PN,1 WC
209,"Bán Gấp! Ngã Tư Sở, 42m2, 5T, MT 5m, LÔ GÓC, Nhỉnh 5 Tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ,42 m2,0 PN,0 WC
210,168M2 Mặt Hồ Tây-Phố Vệ Hồ-Mặt tiền 6.9M – Nở Hậu 1 Chủ 52 Tỷ,"Quận Tây Hồ, Hà Nội",52 tỷ,168 m2,2 PN,2 WC
211,"Bán Nhanh 70m2 Đất Thạch Bàn, Mặt Tiền 10m, Chia Được 2 Lô, Cách Cổ Li","Quận Long Biên, Hà Nội",4 tỷ 550 triệu,70 m2,0 PN,0 WC
212,"Bán nhà THÁI HÀ ĐỐNG ĐA Mặt ngõ KD 70m2, Mt 5M, Giá 19.8 Tỷ.","Quận Đống Đa, Hà Nội",19 tỷ 800 triệu,70 m2,6 PN,6 WC
213,Bán Nhà Riêng Đường Láng 60m Vip Nhất Quận Đống Đa.Giá 6.5 Tỷ,"Quận Đống Đa, Hà Nội",6 tỷ 500 triệu,60 m2,4 PN,4 WC
214,MỚI- Chung cư Thái Thịnh- Thái Hà - Ngã Tư Sở 25m2-50m2 650tr - Ở Ngay,"Quận Đống Đa, Hà Nội",650 triệu,50 m2,2 PN,1 WC
215,"Bán Đất Mặt Hồ Phúc Lợi 364m2, Mặt tiền 14m. 2 Ô tô Tránh_Chỉ 14 tỷ 5.","Quận Long Biên, Hà Nội",14 tỷ 500 triệu,364 m2,0 PN,0 WC
216,"Cần bán nhà Khương Trung, 38m2, 5T, MT 4m, LÔ GÓC, Giá 4.2 Tỷ.","Quận Thanh Xuân, Hà Nội",4 tỷ 200 triệu,38 m2,0 PN,0 WC
217,"Cần bán nhà ngõ 46 Hào Nam, 4.8 tỷ, 40m2x4T, nở hậu, ở luôn, ẢNH THẬT","Quận Đống Đa, Hà Nội",4 tỷ 800 triệu,40 m2,4 PN,3 WC
218,137M2 Đất Trần Quốc Vượng Mặt tiền 14.6M 13.5 Tỷ,"Quận Cầu Giấy, Hà Nội",13 tỷ 500 triệu,137 m2,2 PN,2 WC
219,"Bán 40m2 Đất Thạch Bàn, Mặt Tiền 4m, Dài 10m, Chỉ 30m ra Ôtô tránh.","Quận Long Biên, Hà Nội",2 tỷ 400 triệu,40 m2,0 PN,0 WC
220,"Bán nhà PHƯƠNG MAI ĐỐNG ĐA KD đỉnh cao 50m2, Mt 5M, Giá 18.5 Tỷ.","Quận Đống Đa, Hà Nội",18 tỷ 500 triệu,50 m2,5 PN,5 WC
221,Bán Nhà Trung Tâm Đống Đa 22m×4T LÔ GÓC ngõ rộng 4m.Giá 3.78 Tỷ,"Quận Đống Đa, Hà Nội",3 tỷ 780 triệu,22 m2,2 PN,3 WC
222,"Cần bán gấp căn hộ CT3 Nguyễn Trãi, gần Royal City, 1-3PN chỉ từ 550tr","Quận Thanh Xuân, Hà Nội",680 triệu,56 m2,3 PN,2 WC
223,"Mặt phố Sài Đồng - Long Biên 104m2, 4,5m, K.Doanh đỉnh. Giá 17 tỷ 5.","Quận Long Biên, Hà Nội",17 tỷ 500 triệu,104 m2,4 PN,4 WC
224,"Cần bán nhà Phố Khương Đình, 38m2, 5T, MT 4m, Nhỉnh 4 Tỷ.","Quận Thanh Xuân, Hà Nội",4 tỷ,38 m2,0 PN,0 WC
225,"Bán nhà mặt ngõ Lò Đúc, giá 8.6 tỷ, 46m2x5T, nở hậu, ngõ thoáng","Quận Hai Bà Trưng, Hà Nội",8 tỷ 600 triệu,46 m2,6 PN,4 WC
226,Đất Vàng 278M2 21Tỷ Kim Giang–Mặt tiền 18.5M-Ngõ 2 ôtô tránh–Chia lô,"Quận Hoàng Mai, Hà Nội",21 tỷ,278 m2,5 PN,5 WC
227,"Bán 52.8m2 Đất Thạch Bàn Gần Hồ, Lô Góc, 2 Mặt Thoáng - 2.64 Tỷ","Quận Long Biên, Hà Nội",2 tỷ 640 triệu,53 m2,0 PN,0 WC
228,"Bán nhà TRẦN QUANG DIỆU KD đỉnh cao 46m2, Mt 4.5m, Giá 12.6 Tỷ.","Quận Đống Đa, Hà Nội",12 tỷ 600 triệu,46 m2,6 PN,6 WC
229,"Bán nhà phân lô KĐT Mỹ Đình gần Vinhomes Hàm Nghi.Dt 68m,7 tầng,Mt 5m","Quận Nam Từ Liêm, Hà Nội",11 tỷ,68 m2,4 PN,7 WC
230,Bán nhà phố Hồng Mai - Bạch Mai quận Hai Bà Trưng (GIỐNG HÌNH),"Quận Hai Bà Trưng, Hà Nội",6 tỷ 300 triệu,46 m2,4 PN,3 WC
231,Chính chủ bán chung cư mini phạm hùng-thiên hiền 650tr- Ở NGAY,"Quận Nam Từ Liêm, Hà Nội",650 triệu,52 m2,2 PN,1 WC
232,Dương Khuê 80 5 tầng 13p khép kín giá 8 tỷ 5,"Quận Cầu Giấy, Hà Nội",8 tỷ 500 triệu,80 m2,13 PN,14 WC
233,"Biệt thự Hoàng Như Tiếp - Long Biên 102m, 5 Tầng, MT 8m. Giá 28 tỷ","Quận Long Biên, Hà Nội",28 tỷ,102 m2,5 PN,5 WC
234,"Siêu Hiếm! Ngã Tư Sở , 52m2, 5T, MT 5m, LÔ GÓC, Nhỉnh 6 Tỷ.","Quận Đống Đa, Hà Nội",6 tỷ,52 m2,0 PN,0 WC
235,"Bán nhà MP Phan Kế Bính, trung tâm Ba Đình 26.5 tỷ, 80m2x4T, KD lớn","Quận Ba Đình, Hà Nội",26 tỷ 500 triệu,80 m2,2 PN,2 WC
236,Phân Lô Bàn Cờ Trần Quốc Hoàn– 5 Tầng -Ô TÔ qua nhà-Mặt tiền 4.2M 55M2,"Quận Cầu Giấy, Hà Nội",9 tỷ 800 triệu,55 m2,5 PN,5 WC
237,"Bán Nhà 5 Tầng, Ngõ Thông, Lô Góc, Ngõ 197 Phúc Lợi - 2.78 Tỷ.","Quận Long Biên, Hà Nội",2 tỷ 780 triệu,30 m2,3 PN,4 WC
238,Nhà Bán Phố Hồng Mai 35m×4T Độc Nhất Quận Hai Bà Trưng. Giá Rẻ Tụt Quầ,"Quận Hai Bà Trưng, Hà Nội",4 tỷ 980 triệu,35 m2,3 PN,3 WC
239,Bán gấp - Chung cư giá rẻ N01 Hồ Tùng Mậu - Phạm Hùng - Bến Xe Mỹ Đình,"Quận Nam Từ Liêm, Hà Nội",620 triệu,52 m2,2 PN,1 WC
240,"Bán Đất Việt Hưng 122m2, Mặt Tiền 6m, Đường 20M, Kinh Doanh Đỉnh_12 Tỷ","Quận Long Biên, Hà Nội",12 tỷ,122 m2,1 PN,1 WC
241,"Siêu Hiếm! Phố Trường Chinh , 48m2, 5T, MT 4m, LÔ GÓC, 5.5 Tỷ.","Quận Đống Đa, Hà Nội",5 tỷ 500 triệu,48 m2,0 PN,0 WC
242,"Thiện chí bán nhà MP Nguyễn Công Hoan, giá 24.5 tỷ, 54m2x5T, KD lớn","Quận Ba Đình, Hà Nội",24 tỷ 500 triệu,54 m2,3 PN,3 WC
243,255M2 55 Tỷ Mặt Phố Nguyễn Hoàng Mặt tiền 12M,"Quận Nam Từ Liêm, Hà Nội",55 tỷ,255 m2,2 PN,2 WC
244,"Nhà Đẹp 4 Tầng Thạch Bàn 33m2, Đầy Đủ Nội Thất - 2.7 Tỷ","Quận Long Biên, Hà Nội",2 tỷ 700 triệu,33 m2,3 PN,3 WC
245,"Bán nhà THÁI HÀ ĐỐNG ĐA Mặt ngõ Ô tô tránh 70m2, Mt 6M, Giá 18.8 Tỷ.","Quận Đống Đa, Hà Nội",18 tỷ 800 triệu,70 m2,6 PN,6 WC
246,Chung cư Cự Lộc- Quan Nhân- Chính Kinh 1- 2 ngủ- ở ngay từ 600tr,"Quận Thanh Xuân, Hà Nội",750 triệu,46 m2,2 PN,1 WC
247,Bán Nhà Phố Đại La 6 Ngủ LÔ GÓC Vip Nhất Quận Hai Bà Trưng.Giá 6.8 Tỷ,"Quận Hai Bà Trưng, Hà Nội",6 tỷ 800 triệu,52 m2,6 PN,4 WC
248,Nhà Nguyễn Văn Cừ 45m2_Mặt tiền 11m. Ô tô tấp nập_GARA 16 chỗ_6 Tỷ 5,"Quận Long Biên, Hà Nội",6 tỷ 500 triệu,45 m2,3 PN,3 WC
249,"Siêu Phẩm! Phố Lê Trọng Tấn, 54m2, MT 5m, Ô TÔ vào nhà, LÔ GÓC, 7 Tỷ.","Quận Thanh Xuân, Hà Nội",7 tỷ,56 m2,0 PN,0 WC
250,"Bán nhà mặt ngõ Phúc Tân, giá 3.85 tỷ, 36m2x3T, ô tô đỗ cửa","Quận Hoàn Kiếm, Hà Nội",3 tỷ 850 triệu,36 m2,2 PN,2 WC
251,87M2 LÔ GỐC Mặt phố Tôn Đức Thắng Mặt tiền 6.2M Bên Lẻ Vỉa hè to-32 Tỷ,"Quận Đống Đa, Hà Nội",32 tỷ,87 m2,6 PN,6 WC
252,"Bán nhà Mặt phố Đình Thôn.Dt 42m; mt 6m; 6 tầng, giá 10 tỷ","Quận Nam Từ Liêm, Hà Nội",10 tỷ,42 m2,6 PN,6 WC
253,Bán Nhà Cực Vip Phố Nguyễn Chính 41m.Giá 4.35 Tỷ,"Quận Hoàng Mai, Hà Nội",4 tỷ 350 triệu,41 m2,4 PN,3 WC
254,"Dương Quảng Hàm Cầu Giấy 40m 6 tầng, thang máy, thông sàn, 6,3 tỷ","Quận Cầu Giấy, Hà Nội",6 tỷ 200 triệu,40 m2,4 PN,5 WC
255,"Bán nhà Phỗ Kinh Doanh tốt tại thạch bàn giá chỉ 3,6 tỷ","Quận Long Biên, Hà Nội",3 tỷ 600 triệu,30 m2,3 PN,3 WC
256,"Bán Đất Hồng Tiến - Long Biên, 150m2, Đường 10m_K.Doanh đỉnh_18 tỷ.","Quận Long Biên, Hà Nội",18 tỷ,150 m2,0 PN,0 WC
257,"Cực rẻ - BÁN NHÀ Xuân Đỉnh 62M GIÁ CHỈ 3,6 TỶ- Oto- Thông","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 600 triệu,62 m2,2 PN,1 WC
258,"Ô TÔ gần, Phố Giáp Nhất, 45m2, 5 Tầng, LÔ GÓC, Nhỉnh 5 Tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ,45 m2,0 PN,0 WC
259,"Cần bán gấp nhà ngõ An Dương, giá 2,3 tỷ, 22mx3T, căn góc, ngõ gần ẢNH","Quận Tây Hồ, Hà Nội",2 tỷ 300 triệu,22 m2,2 PN,2 WC
260,131M2 Mặt tiền 8.2M Xuân La -Võ Chí Công Ô tô tránh đỗ-Vuông Nở hậu,"Quận Tây Hồ, Hà Nội",40 tỷ,131 m2,4 PN,4 WC
261,Bán Nhà Cấp 4 - 33m2 Ngõ 83/41 Phúc Lợi - 1.95 Tỷ,"Quận Long Biên, Hà Nội",1 tỷ 950 triệu,33 m2,1 PN,1 WC
262,"Bán nhà NGUYỄN CHÍ THANH Mặt ngõ KD 60m2, Mt 6M, Giá 13.5 Tỷ.","Quận Đống Đa, Hà Nội",13 tỷ 500 triệu,60 m2,6 PN,6 WC
263,"Bán nhà phân lô KĐT Trung Yên, Cầu Giấy.Dt 90m,7 tầng,Mt 6m.Giá 23 tỷ","Quận Cầu Giấy, Hà Nội",23 tỷ,90 m2,7 PN,7 WC
264,"Bán gấp nhà quận Hai Bà Trưng, kinh doanh, ô tô tránh 32m×5T","Quận Hai Bà Trưng, Hà Nội",7 tỷ 200 triệu,32 m2,3 PN,4 WC
265,"Tôi cần bán gấp nhà quan nhân, thanh xuân, Dt 62m2, xây 6 tầng, Mt 6,2","Quận Thanh Xuân, Hà Nội",10 tỷ 800 triệu,62 m2,6 PN,6 WC
266,"Phân lô - Ô tô tránh_Ngọc Thụy 42m2, 5 tầng, Gara 16 chỗ_ Chỉ 4 tỷ 8.","Quận Long Biên, Hà Nội",4 tỷ 800 triệu,42 m2,3 PN,3 WC
267,"Bán đất ĐÔNG NGẠC_Phân lô_Oto tránh_ Thông .Tiện ích .85,3M- 6,7TỶ","Quận Bắc Từ Liêm, Hà Nội",6 tỷ 700 triệu,85 m2,0 PN,0 WC
268,"Bán nhanh nhà đẹp mặt ngõ Nguyễn Công Trứ, giá 4.85tỷ, 35m2x5T, nở hậu","Quận Hai Bà Trưng, Hà Nội",4 tỷ 850 triệu,35 m2,3 PN,4 WC
269,224M2 Thái Hà Mặt tiền 7M -Ô TÔ Tránh Đỗ -30.8 Tỷ,"Quận Đống Đa, Hà Nội",30 tỷ 800 triệu,224 m2,2 PN,2 WC
270,"Bán 38m2 Đất Tổ 9 Thạch Bàn, Cách 8m ra Ô tô Chỉ 2.18 Tỷ.","Quận Long Biên, Hà Nội",2 tỷ 180 triệu,38 m2,0 PN,0 WC
271,"Bán nhà HOÀNG CẦU ĐỐNG ĐA Vỉa hè Ô tô tránh 50m2, Mt4.5m, Giá 12 Tỷ.","Quận Đống Đa, Hà Nội",12 tỷ,50 m2,5 PN,5 WC
272,"Bán Biệt thự Đặng Thai Mai, Tây Hồ. Dt 170m; mt 7m; 4 tầng, giá 23 tỷ","Quận Tây Hồ, Hà Nội",23 tỷ,170 m2,6 PN,6 WC
